x,y,z
50,0,820
50,0,830
50,0,840
50,0,850
50,0,860
50,0,870
50,0,875
-800,0,835
-800,0,845
-800,0,855
-800,0,865
-800,0,875
-800,0,885
-800,0,895
-800,0,900
-800,0,900.0000000000006
-790,0,831.4117647058825
-780,0,764.4705882352943
-770,0,699.1764705882357
-760,0,635.529411764706
-750,0,573.529411764706
-740,0,513.1764705882357
-730,0,454.47058823529426
-720,0,397.41176470588346
-710,0,342.00000000000057
-700,0,288.23529411764696
-690,0,236.117647058824
-680,0,185.64705882352985
-670,0,136.82352941176453
-660,0,89.64705882352985
-650,0,44.117647058823536
-640,0,0.23529411764741326
-630,0,-41.999999999999886
-620,0,-82.58823529411745
-610,0,-121.52941176470574
-600,0,-158.8235294117643
-590,0,-194.47058823529403
-580,0,-228.47058823529403
-570,0,-260.8235294117643
-560,0,-291.52941176470574
-550,0,-320.58823529411745
-540,0,-347.9999999999999
-530,0,-373.7647058823526
-520,0,-397.88235294117646
-510,0,-420.3529411764706
-500,0,-441.176470588235
-490,0,-460.3529411764706
-480,0,-477.88235294117646
-470,0,-493.7647058823528
-460,0,-508.0000000000001
-450,0,-520.5882352941177
-440,0,-531.5294117647057
-430,0,-540.8235294117645
-420,0,-548.4705882352943
-410,0,-554.470588235294
-400,0,-558.8235294117645
-390,0,-561.529411764706
-380,0,-562.5882352941177
-370,0,-561.9999999999999
-360,0,-559.7647058823526
-350,0,-555.8823529411765
-340,0,-550.3529411764706
-330,0,-543.176470588235
-320,0,-534.3529411764706
-310,0,-523.8823529411765
-300,0,-511.7647058823528
-290,0,-497.9999999999999
-280,0,-482.5882352941177
-270,0,-465.52941176470574
-260,0,-446.82352941176475
-250,0,-426.47058823529403
-240,0,-404.47058823529414
-230,0,-380.82352941176475
-220,0,-355.52941176470586
-210,0,-328.5882352941177
-200,0,-299.9999999999999
-190,0,-269.76470588235304
-180,0,-237.88235294117635
-170,0,-204.3529411764706
-160,0,-169.17647058823525
-150,0,-132.3529411764706
-140,0,-93.88235294117646
-130,0,-53.76470588235304
-120,0,-12.0
-110,0,31.41176470588232
-100,0,76.47058823529414
-90,0,123.17647058823536
-80,0,171.52941176470586
-70,0,221.52941176470586
-60,0,273.17647058823525
-50,0,326.4705882352941
-40,0,381.4117647058823
-30,0,438.0
-20,0,496.2352941176471
-10,0,556.1176470588235
0,0,617.6470588235294
10,0,680.8235294117646
20,0,745.6470588235294
30,0,812.1176470588235
40,0,880.2352941176471
50,0,885
50,0,895
50,0,905
50,0,915
50,0,925
50,0,935
50,0,945
50,0,950
-800,0,899.9999999999995
-790,0,830.9348489170056
-780,0,763.4897077778865
-770,0,697.664576582642
-760,0,633.4594553312722
-750,0,570.8743440237781
-740,0,509.90924266015776
-730,0,450.5641512404122
-720,0,392.8390697645422
-710,0,336.73399823254607
-700,0,282.24893664442465
-690,0,229.3838850001784
-680,0,178.13884329980777
-670,0,128.5138115433105
-660,0,80.50878973068887
-650,0,34.123777861941505
-640,0,-10.641224062930235
-630,0,-53.78621604392771
-620,0,-95.31119808105092
-610,0,-135.2161701742985
-600,0,-173.50113232367227
-590,0,-210.1660845291704
-580,0,-245.21102679079382
-570,0,-278.635959108543
-560,0,-310.44088148241696
-550,0,-340.6257939124162
-540,0,-369.19069639854075
-530,0,-396.13558894079057
-520,0,-421.4604715391652
-510,0,-445.16534419366604
-500,0,-467.250206904291
-490,0,-487.71505967104196
-480,0,-506.5599024939177
-470,0,-523.7847353729187
-460,0,-539.3895583080453
-450,0,-553.3743712992966
-440,0,-565.7391743466737
-430,0,-576.4839674501757
-420,0,-585.6087506098027
-410,0,-593.1135238255554
-400,0,-598.9982870974329
-390,0,-603.2630404254357
-380,0,-605.9077838095641
-370,0,-606.9325172498172
-360,0,-606.3372407461957
-350,0,-604.1219542986998
-340,0,-600.2866579073286
-330,0,-594.8313515720829
-320,0,-587.7560352929625
-310,0,-579.0607090699673
-300,0,-568.7453729030972
-290,0,-556.8100267923523
-280,0,-543.2546707377328
-270,0,-528.0793047392383
-260,0,-511.283928796869
-250,0,-492.8685429106252
-240,0,-472.83314708050654
-230,0,-451.17774130651304
-220,0,-427.9023255886448
-210,0,-403.00689992690155
-200,0,-376.4914643212838
-190,0,-348.3560187717913
-180,0,-318.60056327842375
-170,0,-287.2250978411817
-160,0,-254.22962246006483
-150,0,-219.61413713507312
-140,0,-183.37864186620658
-130,0,-145.52313665346531
-120,0,-106.04762149684933
-110,0,-64.95209639635851
-100,0,-22.236561351992975
-90,0,22.09898363624751
-80,0,68.05453856836255
-70,0,115.63010344435247
-60,0,164.82567826421717
-50,0,215.6412630279566
-40,0,268.07685773557085
-30,0,322.13246238705983
-20,0,377.80807698242364
-10,0,435.1037015216622
0,0,494.01933600477554
-800,0,500.0
